CollectionID,LoanID,CollectionDate,AmountCollected,OutstandingBalance,CollectionStatus,Remarks
1816,1816,2024-01-12,19850,48515,Overdue,On time
1817,1817,2024-08-01,8342,97143,Full,On time
1818,1818,2024-02-27,9701,39576,Overdue,On time
1819,1819,2024-06-06,4971,48855,Partial,Delayed
1820,1820,2024-08-17,10841,5,Partial,Pending
1821,1821,2024-10-23,12440,30837,Full,On time
1822,1822,2024-05-19,6814,4692,Partial,Delayed
1823,1823,2024-07-30,7561,82498,Overdue,Pending
1824,1824,2024-09-19,10824,28763,Partial,On time
1825,1825,2024-02-26,5812,81968,Partial,Pending
1826,1826,2024-06-17,14787,8615,Full,Delayed
1827,1827,2024-09-13,13330,61390,Partial,Pending
1828,1828,2024-04-13,4100,52610,Partial,Pending
1829,1829,2024-02-06,16471,69699,Overdue,Pending
1830,1830,2024-08-01,10945,88715,Partial,Pending
1831,1831,2024-05-28,7647,92895,Full,Delayed
1832,1832,2024-08-10,19181,30307,Overdue,On time
1833,1833,2024-05-26,13190,32866,Full,On time
1834,1834,2024-05-13,15664,15191,Full,On time
1835,1835,2024-06-07,8422,8993,Partial,Delayed
1836,1836,2024-09-01,18261,8364,Partial,On time
1837,1837,2024-01-29,7030,78825,Overdue,Delayed
1838,1838,2024-03-25,4034,17355,Overdue,Delayed
1839,1839,2024-01-06,16218,82319,Full,Pending
1840,1840,2024-08-06,11859,41438,Partial,Pending
1841,1841,2024-07-06,13196,61803,Partial,Delayed
1842,1842,2024-06-14,11419,49174,Overdue,Delayed
1843,1843,2024-02-08,9683,70311,Overdue,On time
1844,1844,2024-09-17,13143,18762,Partial,Pending
1845,1845,2024-09-23,6785,30713,Partial,Delayed
1846,1846,2024-02-26,2878,13272,Full,Delayed
1847,1847,2024-10-24,19277,83284,Partial,Pending
1848,1848,2024-03-14,5540,71337,Overdue,On time
1849,1849,2024-07-24,3042,20982,Partial,Pending
1850,1850,2024-05-01,7843,49395,Full,On time
1851,1851,2024-08-09,4309,9266,Partial,Delayed
1852,1852,2024-05-10,12898,28686,Partial,On time
1853,1853,2024-10-18,2089,93508,Partial,On time
1854,1854,2024-02-16,3488,54773,Overdue,On time
1855,1855,2024-04-07,840,97580,Full,Pending
1856,1856,2024-03-15,1585,8313,Partial,On time
1857,1857,2024-04-13,12351,93787,Overdue,On time
1858,1858,2024-06-03,4307,4110,Partial,Pending
1859,1859,2024-07-29,13800,45482,Overdue,On time
1860,1860,2024-02-27,13203,8507,Overdue,Delayed
1861,1861,2024-04-03,5585,2179,Overdue,Delayed
1862,1862,2024-08-16,18654,85392,Partial,Pending
1863,1863,2024-10-27,6867,9358,Overdue,Delayed
1864,1864,2024-04-30,1049,73118,Partial,On time
1865,1865,2024-07-16,2165,77047,Partial,Pending
1866,1866,2024-04-15,9804,36362,Overdue,Delayed
1867,1867,2024-08-31,13483,24339,Overdue,Delayed
1868,1868,2024-01-16,7409,50117,Full,Delayed
1869,1869,2024-01-12,9470,83349,Overdue,Pending
1870,1870,2024-03-04,17381,63746,Full,On time
1871,1871,2024-07-04,3853,25202,Partial,Delayed
1872,1872,2024-10-19,16969,45595,Full,On time
1873,1873,2024-03-27,5032,31018,Overdue,Delayed
1874,1874,2024-01-01,19972,38033,Partial,Delayed
1875,1875,2024-01-03,8799,20136,Partial,On time
1876,1876,2024-09-16,5266,60018,Overdue,Delayed
1877,1877,2024-07-18,14582,72105,Partial,On time
1878,1878,2024-06-17,12935,47075,Overdue,Delayed
1879,1879,2024-08-21,5210,67926,Overdue,Pending
1880,1880,2024-05-31,19935,23596,Partial,On time
1881,1881,2024-05-31,3164,17870,Partial,Delayed
1882,1882,2024-01-25,1870,44063,Full,Pending
1883,1883,2024-01-22,4852,74152,Overdue,Pending
1884,1884,2024-02-15,14862,56803,Overdue,Pending
1885,1885,2024-10-23,5199,45301,Overdue,On time
1886,1886,2024-05-30,11037,53098,Partial,On time
1887,1887,2024-07-14,13983,18196,Overdue,On time
1888,1888,2024-03-19,10219,6475,Overdue,Delayed
1889,1889,2024-01-30,16945,33501,Partial,Delayed
1890,1890,2024-02-01,13842,27870,Overdue,Pending
1891,1891,2024-09-16,9524,23853,Overdue,On time
1892,1892,2024-03-16,8140,47926,Full,On time
1893,1893,2024-08-25,11668,94144,Overdue,Delayed
1894,1894,2024-05-10,8169,27256,Full,Delayed
1895,1895,2024-01-10,11235,43026,Overdue,Delayed
1896,1896,2024-01-19,2564,89776,Partial,Pending
1897,1897,2024-01-26,3305,89374,Partial,On time
1898,1898,2024-05-25,10880,58052,Partial,Pending
1899,1899,2024-07-23,4969,33592,Overdue,Delayed
1900,1900,2024-01-22,19439,10943,Partial,On time
1901,1901,2024-08-25,15233,75440,Partial,Pending
1902,1902,2024-09-08,6652,63841,Partial,Pending
1903,1903,2024-04-18,13324,48005,Overdue,Pending
1904,1904,2024-02-01,2769,15643,Overdue,On time
1905,1905,2024-04-23,11600,21923,Partial,Pending
1906,1906,2024-09-01,14493,9147,Partial,Pending
1907,1907,2024-08-23,13954,91467,Full,On time
1908,1908,2024-01-29,3811,84166,Overdue,Delayed
1909,1909,2024-10-13,8331,82905,Full,Delayed
1910,1910,2024-05-04,997,41500,Full,Pending
1911,1911,2024-01-22,13113,18367,Partial,Delayed
1912,1912,2024-06-24,5634,27703,Overdue,Pending
1913,1913,2024-06-07,9437,85743,Full,On time
1914,1914,2024-10-27,18048,51081,Partial,On time
1915,1915,2024-03-09,15557,65287,Partial,On time
1916,1916,2024-09-01,10052,80801,Full,Pending
1917,1917,2024-07-21,10125,20045,Overdue,Pending
1918,1918,2024-03-17,7181,3008,Partial,Delayed
1919,1919,2024-08-14,1710,69362,Partial,Delayed
1920,1920,2024-06-21,11766,79719,Overdue,Delayed
1921,1921,2024-09-06,3304,43904,Full,Delayed
1922,1922,2024-06-08,12435,63960,Overdue,On time
1923,1923,2024-08-31,13841,82516,Overdue,Pending
1924,1924,2024-02-25,7881,37788,Partial,Pending
1925,1925,2024-01-20,15485,8624,Overdue,On time
1926,1926,2024-10-10,1589,55403,Full,Pending
1927,1927,2024-05-23,2819,6242,Full,Pending
1928,1928,2024-03-26,13644,39632,Full,Delayed
1929,1929,2024-09-04,19933,26406,Partial,Pending
1930,1930,2024-04-18,12050,96197,Full,Delayed
1931,1931,2024-04-14,15553,36299,Full,Delayed
1932,1932,2024-01-07,19550,11249,Partial,On time
1933,1933,2024-07-11,9381,46648,Full,Delayed
1934,1934,2024-06-20,8516,5801,Overdue,Pending
1935,1935,2024-06-20,14170,91727,Partial,Delayed
1936,1936,2024-08-20,19848,82806,Overdue,Delayed
1937,1937,2024-04-19,12808,57604,Partial,Pending
1938,1938,2024-05-31,16489,91644,Partial,Pending
1939,1939,2024-03-04,9179,43149,Full,On time
1940,1940,2024-01-23,17289,34024,Overdue,Delayed
1941,1941,2024-10-04,6764,19785,Full,Delayed
1942,1942,2024-06-23,11776,47777,Full,On time
1943,1943,2024-02-24,3887,44308,Full,Delayed
1944,1944,2024-10-08,16663,63915,Full,Pending
1945,1945,2024-06-05,17426,29267,Overdue,Pending
1946,1946,2024-10-23,15621,29809,Partial,Pending
1947,1947,2024-06-08,13888,37876,Full,Delayed
1948,1948,2024-09-17,12968,68110,Full,Delayed
1949,1949,2024-02-20,18978,11145,Full,Delayed
1950,1950,2024-08-19,4359,24431,Partial,Delayed
1951,1951,2024-02-23,4385,91511,Full,Delayed
1952,1952,2024-05-13,15018,80729,Partial,Delayed
1953,1953,2024-01-08,17834,65538,Overdue,Pending
1954,1954,2024-08-03,19055,3886,Partial,On time
1955,1955,2024-02-05,17619,22090,Full,Pending
1956,1956,2024-10-16,12345,37731,Full,Pending
1957,1957,2024-07-10,7514,97797,Overdue,Pending
1958,1958,2024-10-08,19417,18101,Overdue,Delayed
1959,1959,2024-08-30,13618,88371,Full,Pending
1960,1960,2024-07-03,5457,82814,Full,Pending
1961,1961,2024-05-29,10946,26074,Overdue,Delayed
1962,1962,2024-01-19,610,68034,Full,On time
1963,1963,2024-03-03,19830,46154,Partial,On time
1964,1964,2024-08-07,12963,68077,Full,Delayed
1965,1965,2024-09-28,977,4053,Full,Delayed
1966,1966,2024-08-21,12974,16212,Full,On time
1967,1967,2024-01-26,4882,44148,Partial,On time
1968,1968,2024-10-25,10260,8861,Partial,Pending
1969,1969,2024-04-12,10160,86589,Partial,Pending
1970,1970,2024-01-09,9073,49677,Overdue,On time
1971,1971,2024-06-03,9766,82599,Overdue,Delayed
1972,1972,2024-07-22,18198,81626,Partial,Pending
1973,1973,2024-09-19,18220,99155,Partial,Pending
1974,1974,2024-07-26,4160,72213,Partial,On time
1975,1975,2024-04-12,553,69791,Full,Pending
1976,1976,2024-01-27,17937,19850,Overdue,Delayed
1977,1977,2024-03-16,17315,68982,Partial,Pending
1978,1978,2024-03-18,15340,33073,Full,On time
1979,1979,2024-03-19,4118,6768,Partial,Pending
1980,1980,2024-06-25,1306,71320,Full,Delayed
1981,1981,2024-03-31,7602,18531,Overdue,Delayed
1982,1982,2024-02-04,13556,52940,Partial,Pending
1983,1983,2024-02-21,14738,72433,Overdue,On time
1984,1984,2024-05-02,9950,4377,Full,Pending
1985,1985,2024-05-18,1312,47048,Full,Delayed
1986,1986,2024-10-04,11817,24179,Overdue,On time
1987,1987,2024-03-07,16227,77480,Full,Pending
1988,1988,2024-03-19,7935,54982,Partial,Pending
1989,1989,2024-05-13,14488,74301,Overdue,On time
1990,1990,2024-06-04,15392,77259,Full,On time
1991,1991,2024-02-12,6745,56878,Overdue,Delayed
1992,1992,2024-06-30,1940,52205,Overdue,Delayed
1993,1993,2024-07-30,13442,37627,Overdue,On time
1994,1994,2024-01-31,16729,80927,Full,Delayed
1995,1995,2024-06-29,6592,24876,Partial,On time
1996,1996,2024-01-05,5865,65624,Partial,Pending
1997,1997,2024-03-20,19907,47125,Full,Pending
1998,1998,2024-03-04,2415,1628,Full,On time
1999,1999,2024-09-20,18294,77615,Full,On time
2000,2000,2024-02-09,16741,15982,Overdue,On time
2001,2001,2024-01-31,11275,25624,Partial,On time
2002,2002,2024-08-22,4574,27325,Partial,On time
2003,2003,2024-03-04,2346,19697,Full,On time
2004,2004,2024-01-01,10302,82361,Overdue,Delayed
2005,2005,2024-05-27,3233,15945,Overdue,Pending
2006,2006,2024-02-13,17577,17583,Partial,Pending
2007,2007,2024-03-26,12047,35986,Full,Pending
2008,2008,2024-10-18,5225,53539,Full,On time
2009,2009,2024-06-12,11159,51144,Full,Pending
2010,2010,2024-04-02,2632,98491,Overdue,Delayed
2011,2011,2024-07-18,6257,17429,Overdue,Delayed
2012,2012,2024-09-17,19962,34454,Partial,Pending
2013,2013,2024-05-03,8041,59949,Overdue,On time
2014,2014,2024-02-21,19186,72738,Full,Pending
2015,2015,2024-06-30,11030,10655,Full,Pending
2016,2016,2024-07-11,10554,11009,Partial,Pending
2017,2017,2024-07-31,7939,64351,Overdue,On time
2018,2018,2024-08-10,10513,64912,Overdue,On time
2019,2019,2024-05-13,19746,8120,Full,Pending
2020,2020,2024-05-26,13449,23964,Partial,Delayed
2021,2021,2024-02-17,17026,19877,Overdue,On time
2022,2022,2024-03-14,13424,25792,Partial,Pending
2023,2023,2024-03-25,8570,28832,Full,Pending
2024,2024,2024-06-22,11048,15943,Full,Delayed
2025,2025,2024-01-29,10636,24971,Full,On time
2026,2026,2024-09-16,7268,50457,Partial,Pending
2027,2027,2024-07-30,6823,33861,Full,On time
2028,2028,2024-04-25,6544,84649,Full,Pending
2029,2029,2024-04-29,1367,14704,Full,Delayed
2030,2030,2024-04-12,12072,65436,Partial,Pending
2031,2031,2024-08-18,7614,35152,Partial,On time
2032,2032,2024-01-20,6301,34433,Full,Delayed
2033,2033,2024-10-08,17819,96800,Partial,On time
2034,2034,2024-03-06,1533,11063,Partial,Pending
2035,2035,2024-08-12,7462,5326,Full,Delayed
2036,2036,2024-05-05,13590,3588,Full,On time
2037,2037,2024-01-19,11095,83710,Full,Delayed
2038,2038,2024-02-24,5152,68777,Overdue,Delayed
2039,2039,2024-06-02,14793,54401,Full,Pending
2040,2040,2024-04-24,4044,38637,Partial,On time
2041,2041,2024-07-17,9068,97638,Full,Pending
2042,2042,2024-01-17,8953,12037,Overdue,On time
2043,2043,2024-02-06,12269,87654,Overdue,Pending
2044,2044,2024-06-16,4044,76653,Full,Pending
2045,2045,2024-04-16,17255,79371,Full,Delayed
2046,2046,2024-04-20,7846,47493,Full,On time
2047,2047,2024-01-21,9154,54501,Partial,Pending
2048,2048,2024-04-01,3228,79640,Overdue,Pending
2049,2049,2024-06-24,19238,29250,Partial,On time
2050,2050,2024-03-20,19673,19299,Overdue,Delayed
2051,2051,2024-09-21,7865,67278,Full,Pending
2052,2052,2024-04-07,14686,50012,Full,On time
2053,2053,2024-02-09,19557,82681,Full,Pending
2054,2054,2024-06-03,17598,87838,Full,Delayed
2055,2055,2024-07-01,5965,37685,Partial,Delayed
2056,2056,2024-07-26,17380,42598,Overdue,On time
2057,2057,2024-02-12,5783,37788,Overdue,On time
2058,2058,2024-02-25,4170,93989,Partial,Pending
2059,2059,2024-06-28,7373,28134,Full,Delayed
2060,2060,2024-10-14,1847,22194,Partial,On time
2061,2061,2024-07-13,6128,43572,Partial,Pending
2062,2062,2024-09-16,2921,37153,Full,Pending
2063,2063,2024-07-18,16997,12492,Full,Delayed
2064,2064,2024-03-07,11826,52494,Overdue,Pending
2065,2065,2024-03-13,14080,36559,Partial,Pending
2066,2066,2024-01-30,4586,61612,Partial,Delayed
2067,2067,2024-01-06,9054,17423,Partial,On time
2068,2068,2024-03-03,3710,14841,Full,On time
2069,2069,2024-09-05,17464,44219,Full,Delayed
2070,2070,2024-02-05,7391,85045,Partial,On time
2071,2071,2024-07-09,12319,70017,Partial,Delayed
2072,2072,2024-08-16,15269,48769,Overdue,On time
2073,2073,2024-07-27,19335,86910,Full,Delayed
2074,2074,2024-03-11,16222,88183,Full,On time
2075,2075,2024-02-09,3819,55375,Full,Delayed
2076,2076,2024-08-31,7015,41209,Overdue,Pending
2077,2077,2024-03-16,18581,28208,Partial,On time
2078,2078,2024-04-11,14661,65638,Overdue,Pending
2079,2079,2024-07-20,4427,18965,Partial,Delayed
2080,2080,2024-06-12,16880,48095,Overdue,On time
2081,2081,2024-03-07,17189,3287,Overdue,Delayed
2082,2082,2024-08-10,19018,75376,Full,On time
2083,2083,2024-07-31,11757,15602,Full,Pending
2084,2084,2024-05-12,7303,25205,Full,On time
2085,2085,2024-10-12,9110,73225,Full,Pending
2086,2086,2024-07-09,6195,34878,Overdue,Delayed
2087,2087,2024-10-10,4974,3676,Partial,Pending
2088,2088,2024-09-23,4181,77596,Full,Pending
2089,2089,2024-08-23,7276,2979,Partial,On time
2090,2090,2024-06-19,901,78404,Overdue,Delayed
2091,2091,2024-03-31,17856,71643,Full,Pending
2092,2092,2024-10-21,11504,17820,Overdue,Pending
2093,2093,2024-06-14,18003,74327,Full,Delayed
2094,2094,2024-03-30,6767,56060,Overdue,Delayed
2095,2095,2024-07-28,12470,86480,Partial,On time
2096,2096,2024-04-04,3614,52374,Overdue,On time
2097,2097,2024-02-14,9710,73950,Partial,Delayed
2098,2098,2024-07-19,5547,22003,Full,Pending
2099,2099,2024-03-09,17819,79289,Partial,Delayed
2100,2100,2024-07-30,5430,7306,Overdue,Pending
2101,2101,2024-09-21,4559,48438,Partial,On time
2102,2102,2024-05-03,13626,24375,Partial,On time
2103,2103,2024-06-07,9554,95052,Overdue,Pending
2104,2104,2024-01-12,15183,66416,Overdue,Pending
2105,2105,2024-05-11,19467,64986,Partial,On time
2106,2106,2024-03-29,4086,83106,Partial,On time
2107,2107,2024-08-10,10775,96750,Partial,Delayed
2108,2108,2024-10-18,14609,37521,Full,On time
2109,2109,2024-06-23,12602,71018,Partial,Pending
2110,2110,2024-10-13,5432,88607,Partial,Pending
2111,2111,2024-01-09,10730,59783,Partial,Delayed
2112,2112,2024-07-10,12157,26681,Overdue,On time
2113,2113,2024-09-29,18199,30234,Overdue,On time
2114,2114,2024-08-16,18299,8584,Overdue,Pending
2115,2115,2024-07-30,6723,55995,Full,On time
2116,2116,2024-10-06,5264,77585,Partial,Delayed
2117,2117,2024-09-04,10013,46050,Partial,Pending
2118,2118,2024-06-15,7260,66792,Overdue,Pending
2119,2119,2024-06-05,3293,20156,Overdue,Pending
2120,2120,2024-09-21,12107,21878,Overdue,Delayed
2121,2121,2024-02-16,17691,67538,Partial,On time
2122,2122,2024-06-25,11661,52155,Full,Delayed
2123,2123,2024-07-04,8733,50216,Full,Delayed
2124,2124,2024-09-28,5898,63280,Full,Delayed
2125,2125,2024-01-24,1844,14225,Full,Pending
2126,2126,2024-06-05,5791,11082,Full,On time
2127,2127,2024-07-11,15991,18194,Full,Pending
2128,2128,2024-04-01,5744,61709,Overdue,On time
2129,2129,2024-06-06,8008,36246,Full,On time
2130,2130,2024-07-20,18985,74710,Full,Pending
2131,2131,2024-02-26,7861,79274,Full,On time
2132,2132,2024-01-07,4337,77103,Partial,Delayed
2133,2133,2024-05-21,5220,79774,Partial,Delayed
2134,2134,2024-10-23,13074,78253,Overdue,On time
2135,2135,2024-01-01,14627,39883,Full,Delayed
2136,2136,2024-05-26,7037,70961,Full,On time
2137,2137,2024-07-28,3825,76917,Overdue,Delayed
2138,2138,2024-02-25,13913,35188,Partial,On time
2139,2139,2024-02-02,17030,58627,Full,On time
2140,2140,2024-09-12,9592,78470,Full,Pending
2141,2141,2024-03-07,5513,22006,Overdue,Delayed
2142,2142,2024-03-11,14575,18793,Full,Pending
2143,2143,2024-03-27,4708,58559,Partial,Pending
2144,2144,2024-09-01,7747,12615,Full,Pending
2145,2145,2024-05-15,9256,30287,Full,Pending
2146,2146,2024-05-07,18240,10150,Overdue,On time
2147,2147,2024-09-18,11463,87640,Full,On time
2148,2148,2024-03-02,17731,50574,Partial,On time
2149,2149,2024-02-03,11681,7419,Overdue,Pending
2150,2150,2024-06-01,13398,12923,Full,Pending
2151,2151,2024-09-20,13838,82371,Full,Delayed
2152,2152,2024-09-13,10873,18353,Full,Pending
2153,2153,2024-05-22,10389,36445,Partial,Pending
2154,2154,2024-01-06,12383,22652,Partial,On time
2155,2155,2024-05-10,18800,45618,Overdue,On time
2156,2156,2024-07-28,10191,54421,Full,Pending
2157,2157,2024-06-22,1555,62047,Full,On time
2158,2158,2024-02-10,18880,75571,Full,Pending
2159,2159,2024-09-23,3428,95161,Partial,Pending
2160,2160,2024-04-12,12993,56768,Partial,Pending
2161,2161,2024-06-06,3702,19634,Full,Pending
2162,2162,2024-08-09,18986,35002,Overdue,Pending
2163,2163,2024-02-28,3241,6021,Full,Delayed
2164,2164,2024-10-11,1479,57463,Full,On time
2165,2165,2024-01-29,12554,32388,Overdue,Delayed
2166,2166,2024-07-22,15909,10342,Full,Pending
2167,2167,2024-09-09,15364,6226,Full,Delayed
2168,2168,2024-10-26,11829,60503,Full,On time
2169,2169,2024-03-08,2523,23809,Overdue,On time
2170,2170,2024-01-29,2632,59768,Overdue,On time
2171,2171,2024-08-09,2630,86652,Full,On time
2172,2172,2024-02-23,15728,73503,Full,Delayed
2173,2173,2024-05-07,9550,39221,Partial,On time
2174,2174,2024-08-08,1419,81848,Partial,Pending
2175,2175,2024-06-03,4053,4506,Partial,Pending
2176,2176,2024-06-26,14497,10854,Partial,On time
2177,2177,2024-10-20,5878,75409,Partial,On time
2178,2178,2024-08-18,3312,95599,Partial,Delayed
2179,2179,2024-01-16,13256,9752,Partial,Pending
2180,2180,2024-08-04,11076,89623,Partial,Pending
2181,2181,2024-08-17,3464,16377,Partial,Pending
2182,2182,2024-07-26,2190,77819,Full,On time
2183,2183,2024-10-27,5621,13574,Overdue,Delayed
2184,2184,2024-09-21,2612,37772,Overdue,Pending
2185,2185,2024-04-14,12528,31669,Full,Delayed
2186,2186,2024-04-01,8518,19602,Overdue,Pending
2187,2187,2024-06-15,14650,16637,Partial,Delayed
2188,2188,2024-08-30,10481,17823,Full,Pending
2189,2189,2024-08-24,16918,7113,Partial,Pending
2190,2190,2024-07-29,6085,50836,Overdue,Delayed
2191,2191,2024-04-22,3174,29602,Full,Delayed
2192,2192,2024-07-31,4356,8026,Overdue,Pending
2193,2193,2024-01-07,15997,90144,Partial,On time
2194,2194,2024-03-02,12756,54872,Partial,Pending
2195,2195,2024-02-19,11125,89006,Overdue,Pending
2196,2196,2024-01-15,1314,90300,Partial,On time
2197,2197,2024-05-08,2485,21972,Full,Pending
2198,2198,2024-01-14,7248,70153,Partial,Pending
2199,2199,2024-08-23,11358,78386,Partial,Delayed
2200,2200,2024-09-25,1838,79664,Partial,Pending
2201,2201,2024-10-10,13116,36620,Full,On time
2202,2202,2024-03-30,5427,96567,Partial,Pending
2203,2203,2024-09-14,2234,89746,Full,Pending
2204,2204,2024-07-29,1241,78357,Overdue,On time
2205,2205,2024-06-17,552,45424,Full,Pending
2206,2206,2024-10-06,14032,49823,Overdue,Delayed
2207,2207,2024-08-20,6901,75563,Partial,On time
2208,2208,2024-10-05,9440,16186,Partial,Pending
2209,2209,2024-09-25,6034,71869,Overdue,On time
2210,2210,2024-04-07,747,78602,Partial,On time
2211,2211,2024-07-16,17803,62236,Overdue,Delayed
2212,2212,2024-04-23,18438,72817,Full,On time
2213,2213,2024-09-08,11883,91154,Overdue,Pending
2214,2214,2024-02-20,7713,36004,Full,Delayed
2215,2215,2024-04-25,9145,71839,Partial,Delayed
2216,2216,2024-08-23,4691,4053,Overdue,On time
2217,2217,2024-05-11,19103,77242,Partial,Pending
2218,2218,2024-10-12,12339,12736,Full,Pending
2219,2219,2024-08-24,8803,14749,Partial,Pending
2220,2220,2024-07-17,2195,84407,Full,Delayed
2221,2221,2024-08-02,4233,42322,Overdue,Delayed
2222,2222,2024-09-01,988,83434,Full,Delayed
2223,2223,2024-01-26,13733,96331,Partial,Pending
2224,2224,2024-09-08,10098,47883,Partial,Delayed
2225,2225,2024-02-02,19928,61670,Full,Pending
2226,2226,2024-04-20,3910,88756,Partial,On time
2227,2227,2024-05-14,4261,92878,Full,Pending
2228,2228,2024-06-24,7390,55547,Overdue,On time
2229,2229,2024-08-31,7702,94991,Partial,Pending
2230,2230,2024-07-30,8573,60937,Full,Pending
2231,2231,2024-07-16,501,70461,Partial,Pending
2232,2232,2024-06-26,10476,98327,Full,On time
