LoanID,ProductID,LoanAmount,LoanDate,InterestRate,LoanTerm,EmployeeID,BranchID,CustomerID,RepaymentSchedule
1296,8,4167300,2022-01-09,11.18,96,103,9,5803,Yearly
1297,3,1380172,2021-01-14,11.59,209,186,8,7798,Quarterly
1298,6,1812172,2022-08-31,8.38,201,112,4,2178,Quarterly
1299,7,4340997,2022-10-20,9.63,224,125,10,3239,Monthly
1300,3,3001641,2023-04-26,11.6,125,182,3,3221,Quarterly
1301,7,1880089,2022-01-03,11.34,35,147,5,3237,Quarterly
1302,4,4317091,2023-08-06,8.56,206,181,10,6941,Yearly
1303,4,3892757,2021-11-08,11.27,96,140,6,1606,Yearly
1304,6,2876356,2021-03-24,10.42,146,103,6,8561,Quarterly
1305,7,2932009,2020-11-27,10.78,118,187,2,9966,Monthly
1306,6,4916108,2021-06-28,10.26,13,175,8,7243,Yearly
1307,2,1287205,2021-10-27,8.76,35,159,7,9297,Yearly
1308,2,3149821,2022-05-02,10.08,89,107,6,2225,Yearly
1309,6,3983965,2023-09-27,10.89,120,163,2,1780,Yearly
1310,3,2342203,2023-06-22,10.05,83,156,5,1116,Quarterly
1311,2,3181841,2022-03-01,11.45,161,175,6,5385,Monthly
1312,4,315848,2020-06-22,9.88,75,112,4,6358,Quarterly
1313,2,3739618,2024-03-03,7.15,185,125,6,8471,Quarterly
1314,8,1329023,2024-07-15,10.2,16,165,7,6322,Yearly
1315,6,4747147,2023-03-10,9.02,205,146,4,6759,Quarterly
1316,8,4893489,2020-12-16,11.8,96,144,3,6162,Yearly
1317,4,4578288,2022-09-10,8.98,151,107,6,4102,Monthly
1318,6,1883915,2024-08-22,11.63,213,124,1,8107,Yearly
1319,2,185984,2023-08-09,11.53,236,132,1,2572,Monthly
1320,2,2917358,2024-01-15,6.93,148,166,7,8824,Monthly
1321,5,2955855,2022-02-04,7.84,149,156,8,6603,Yearly
1322,1,301451,2022-05-12,8.56,169,195,3,9572,Monthly
1323,3,2025046,2021-03-26,8.04,200,156,7,4871,Yearly
1324,5,1573834,2023-02-01,10.26,33,166,4,5868,Quarterly
1325,3,4672308,2024-01-16,8,201,122,6,1240,Yearly
1326,5,1109043,2023-02-16,8.32,151,113,6,8827,Monthly
1327,3,3834978,2022-08-15,11.23,89,123,5,6996,Quarterly
1328,2,1158082,2020-03-06,8.38,27,100,5,9957,Yearly
1329,8,2042248,2020-04-18,9.57,236,133,4,7067,Yearly
1330,3,4808685,2020-06-18,9.31,239,167,3,5372,Monthly
1331,2,2434845,2022-01-14,8.81,169,114,6,6139,Quarterly
1332,6,297651,2022-02-24,8.67,159,101,7,8282,Yearly
1333,4,2235196,2024-09-13,7.06,161,115,8,6019,Yearly
1334,3,4345474,2023-04-10,10.53,49,180,8,2178,Monthly
1335,7,1234714,2022-08-18,8.09,51,162,8,4457,Yearly
1336,3,1136038,2023-02-01,8.57,106,151,3,8652,Yearly
1337,1,2295623,2021-01-14,9.7,175,160,6,7148,Monthly
1338,7,362020,2024-07-19,9.11,13,123,9,4565,Monthly
1339,5,1833300,2022-01-04,6.88,80,156,4,6471,Monthly
1340,8,4369116,2023-10-06,8.55,187,183,10,9472,Quarterly
1341,4,2862751,2023-04-21,7.43,79,164,2,2385,Monthly
1342,3,4965963,2020-01-25,9.6,179,137,4,5632,Monthly
1343,2,2326328,2023-05-05,11.65,163,104,3,2362,Yearly
1344,1,4373815,2022-03-04,6.63,121,101,6,8099,Quarterly
1345,8,359450,2022-07-23,10.39,118,153,2,6995,Yearly
1346,5,1554325,2020-10-07,10.16,147,123,3,5710,Quarterly
1347,6,2210263,2022-01-01,7.99,220,138,5,4654,Yearly
1348,2,673419,2022-07-13,7.26,91,177,8,4102,Quarterly
1349,8,1035132,2021-10-15,6.61,82,187,8,2014,Monthly
1350,8,1572346,2021-05-12,11.73,187,181,10,6688,Yearly
1351,5,721035,2023-09-25,10.89,188,118,10,9957,Quarterly
1352,1,3518297,2022-09-12,8.05,191,197,10,2454,Quarterly
1353,2,117581,2023-06-16,11.19,110,131,1,7247,Quarterly
1354,6,908404,2020-04-15,11.48,54,131,9,2888,Quarterly
1355,6,4932739,2022-05-01,8.11,207,158,4,4239,Quarterly
1356,7,656152,2020-09-05,11.84,125,153,5,7148,Quarterly
1357,5,927630,2024-03-07,9.76,74,135,5,1404,Quarterly
1358,3,1058070,2024-01-03,6.93,101,188,10,5150,Yearly
1359,3,2198245,2023-07-07,8.35,51,190,5,2441,Yearly
1360,6,498021,2022-10-30,11.51,233,107,6,7458,Quarterly
1361,4,1588004,2023-08-05,11.71,39,161,2,8990,Quarterly
1362,2,3099667,2020-11-07,11.5,63,180,5,2283,Quarterly
1363,3,2096646,2021-05-13,9.62,63,184,2,8862,Yearly
1364,3,2909159,2022-03-21,9.35,57,184,6,9773,Yearly
1365,7,2930296,2024-04-22,11.23,95,128,3,4740,Quarterly
1366,8,4288085,2020-07-25,10.14,209,153,8,2988,Monthly
1367,5,1092901,2022-12-29,8.13,118,125,9,5632,Quarterly
1368,1,332677,2023-07-31,8.3,127,112,2,4905,Yearly
1369,6,537546,2024-08-28,10.02,37,169,3,8157,Yearly
1370,1,4882152,2022-10-12,10.22,215,121,6,7269,Quarterly
1371,1,197323,2023-11-09,10.93,166,135,9,6556,Monthly
1372,4,2823420,2020-03-25,8.07,54,139,6,4761,Monthly
1373,6,3387345,2020-06-10,9.63,176,111,5,5850,Monthly
1374,2,1652428,2021-07-24,9.76,98,195,10,1765,Quarterly
1375,8,4814244,2023-10-09,10.71,158,146,7,3239,Yearly
1376,5,2530815,2021-02-26,8.3,146,160,4,3053,Quarterly
1377,7,3817332,2020-01-10,6.76,180,131,2,9297,Quarterly
1378,5,348225,2023-05-29,9.85,157,134,2,8674,Monthly
1379,1,928041,2021-09-13,8.72,140,104,1,5861,Quarterly
1380,1,3544325,2022-08-07,9.71,231,129,2,6643,Quarterly
1381,7,1271682,2022-09-01,11.01,213,180,1,6759,Yearly
1382,1,1722002,2020-09-12,6.63,87,119,9,6773,Quarterly
1383,4,1170501,2020-12-10,7.52,213,184,1,3153,Monthly
1384,5,2742901,2021-05-05,9.89,110,155,9,4210,Yearly
1385,8,3556367,2022-02-14,10.12,77,136,1,6388,Yearly
1386,8,106897,2024-05-23,8.36,189,189,1,2403,Monthly
1387,2,4182062,2021-02-08,11.81,200,169,2,4654,Monthly
1388,6,4399645,2023-06-28,11.31,36,134,7,2431,Monthly
1389,2,3046417,2022-09-19,7.08,50,164,3,5269,Quarterly
1390,8,2926235,2023-11-03,10.81,84,151,6,6702,Yearly
1391,3,1684384,2024-01-26,9.78,31,190,5,1111,Monthly
1392,5,2662004,2021-02-18,9.44,130,183,1,1972,Yearly
1393,8,1846524,2022-03-20,8.57,31,163,7,6344,Monthly
1394,8,3927049,2021-06-22,8.23,230,119,6,7701,Yearly
1395,3,898702,2022-10-14,6.51,113,140,4,7081,Monthly
1396,6,1180949,2022-05-25,7.22,181,153,4,4934,Yearly
1397,7,3688135,2021-09-09,9.91,22,193,10,9190,Monthly
1398,6,1211100,2020-09-19,10.93,161,119,1,6851,Yearly
1399,8,3318520,2023-07-11,8.64,21,135,4,1422,Monthly
1400,2,3081644,2023-02-16,7.13,139,183,8,8876,Monthly
1401,5,2208532,2021-07-19,9.84,59,163,8,3718,Yearly
1402,6,1195584,2023-05-07,11.36,147,164,6,1792,Monthly
1403,4,4033740,2023-03-18,10.53,181,106,9,1398,Monthly
1404,1,3657398,2021-11-28,8.22,51,124,3,3954,Monthly
1405,8,4657666,2020-03-05,8.19,115,195,2,2893,Quarterly
1406,1,4677347,2020-03-12,11.95,52,189,7,5647,Yearly
1407,3,4250201,2024-10-01,9.81,56,182,9,9419,Quarterly
1408,7,2435883,2021-12-11,6.6,134,153,3,4893,Quarterly
1409,3,209282,2020-10-03,11.46,214,159,8,3422,Monthly
1410,3,3549285,2023-12-07,6.61,148,116,2,5840,Monthly
1411,8,1526493,2021-09-07,6.97,219,156,9,7960,Quarterly
1412,7,3520319,2022-03-24,9.24,121,142,3,1782,Yearly
1413,2,3405648,2021-06-08,10.04,34,106,9,8267,Quarterly
1414,1,4756842,2020-06-03,11.48,88,129,3,7367,Quarterly
1415,7,1825215,2023-05-30,11.39,214,144,4,2014,Monthly
1416,5,262410,2023-08-25,11.5,53,130,10,7181,Yearly
1417,8,4199215,2022-03-19,9.43,166,174,3,1388,Monthly
1418,4,431397,2021-04-08,11.8,29,190,9,8373,Quarterly
1419,3,1199803,2020-10-03,11.17,58,119,7,8990,Quarterly
1420,5,3704677,2023-02-17,8.22,174,181,3,2151,Yearly
1421,3,2655918,2021-06-12,8.03,229,165,6,3685,Yearly
1422,1,4184956,2020-12-30,11.09,101,162,1,5337,Quarterly
1423,8,2101083,2020-02-13,8.11,230,161,8,1398,Yearly
1424,5,613308,2024-06-21,10.88,66,134,10,2852,Monthly
1425,6,252294,2023-09-13,7.57,47,194,8,9719,Yearly
1426,7,2616728,2023-11-10,9.01,205,196,8,6399,Quarterly
1427,5,3313158,2024-03-15,10.42,110,116,5,3934,Monthly
1428,8,246267,2021-01-03,9.93,134,180,3,9095,Monthly
1429,1,1922551,2021-11-28,9.86,98,164,4,4332,Monthly
1430,5,4616015,2021-09-23,8.72,142,179,3,9100,Monthly
1431,3,1836919,2021-08-15,7.11,109,195,4,6620,Monthly
1432,8,2297980,2022-04-07,10.09,150,101,5,5956,Quarterly
1433,5,4859845,2022-06-13,9.06,139,101,2,7330,Monthly
1434,2,951040,2024-03-15,8.39,133,119,7,5651,Yearly
1435,4,2890103,2023-04-02,9.35,21,175,5,3598,Monthly
1436,8,4148139,2021-02-08,9.51,45,186,10,3090,Monthly
1437,5,2985810,2023-09-02,10.31,190,185,1,3179,Yearly
1438,6,1196794,2021-10-03,8.51,192,168,8,5958,Yearly
1439,4,3078905,2021-10-31,10.8,40,110,4,8563,Yearly
1440,8,515779,2022-05-29,8.9,122,148,10,2256,Quarterly
1441,4,692878,2021-08-11,9.11,158,168,10,9443,Yearly
1442,5,3651469,2023-07-23,8.22,51,168,6,3887,Monthly
1443,4,3883936,2021-07-14,10.84,168,119,4,3053,Quarterly
1444,8,1516006,2023-06-23,7.11,14,190,5,6759,Monthly
1445,3,1375749,2021-03-29,7.58,201,102,9,8186,Yearly
1446,5,2220539,2020-03-30,10.95,164,155,4,9749,Monthly
1447,4,489688,2022-06-20,11.12,104,120,10,9005,Yearly
1448,8,261637,2022-03-24,11.58,94,121,4,4082,Quarterly
1449,4,2978978,2022-01-01,8.4,32,124,2,6455,Monthly
1450,3,2898086,2023-11-02,8.27,116,189,9,6594,Yearly
1451,6,593439,2022-02-10,11.91,224,153,8,5748,Quarterly
1452,4,2604767,2023-02-22,8.88,19,102,5,7701,Monthly
1453,4,3718281,2023-11-24,10.67,113,108,6,3318,Monthly
1454,7,3876386,2020-09-23,11.19,115,100,4,9924,Monthly
1455,3,3376595,2020-02-02,7.19,194,144,7,1401,Monthly
1456,7,4210718,2023-12-27,6.57,116,180,2,1540,Quarterly
1457,4,3940871,2021-02-17,11.59,232,110,4,5305,Yearly
1458,3,1337074,2022-10-01,8.03,23,164,5,1425,Quarterly
1459,4,1049793,2023-05-20,7.88,133,195,6,3986,Quarterly
1460,6,686099,2021-10-21,8.06,50,124,2,6399,Yearly
1461,8,3602712,2023-04-06,6.79,16,102,1,9005,Monthly
1462,3,450181,2023-08-08,10.19,181,175,5,7131,Monthly
1463,8,1119480,2022-03-07,10.07,21,156,4,1744,Monthly
1464,1,4562190,2020-08-14,9.62,212,148,1,3986,Quarterly
1465,5,1532701,2020-10-23,10.84,102,157,5,2720,Monthly
1466,4,1283158,2024-09-26,9.16,179,113,4,4637,Yearly
1467,8,3589067,2020-07-01,11.14,144,151,6,5611,Yearly
1468,5,1118266,2020-06-10,7.09,61,139,3,3645,Monthly
1469,7,4144957,2022-10-31,8.76,135,158,10,3575,Yearly
1470,8,614624,2021-12-30,11.03,196,104,3,9551,Quarterly
1471,3,4457341,2024-01-03,7.87,98,192,9,5574,Monthly
1472,2,912972,2023-01-05,9.74,234,167,3,7452,Quarterly
1473,3,3694406,2020-05-21,10.01,35,102,8,2454,Yearly
1474,3,1106234,2020-01-17,6.76,230,197,3,6139,Quarterly
1475,4,4126266,2022-02-27,11.74,59,130,6,4088,Quarterly
1476,4,1085495,2024-04-16,6.89,59,147,10,6313,Yearly
1477,5,4103622,2023-03-29,7.23,24,173,3,8070,Monthly
1478,5,4089400,2022-07-28,8.22,154,193,10,4791,Quarterly
1479,2,4045449,2023-05-11,7.97,22,131,9,7672,Yearly
1480,5,4006751,2023-02-26,9.01,200,166,6,1835,Monthly
1481,8,3490728,2021-02-14,7.56,114,141,5,6773,Yearly
1482,1,3828618,2024-10-04,8.37,140,194,9,6996,Quarterly
1483,3,2233115,2020-05-07,9.51,216,158,2,1156,Monthly
1484,7,3723827,2021-07-11,8.51,109,193,9,7551,Monthly
1485,3,4276863,2022-03-19,7.45,168,127,4,8696,Quarterly
1486,6,3695861,2021-06-11,9.89,218,157,6,6817,Yearly
1487,6,4869355,2024-04-14,7.34,54,134,8,2859,Quarterly
1488,2,1674884,2024-03-11,6.75,165,193,1,4998,Yearly
1489,2,1801594,2022-11-19,8.14,144,163,9,5316,Yearly
1490,5,3395313,2023-12-25,6.96,198,189,2,6250,Yearly
1491,2,1342437,2021-02-13,6.77,228,192,7,3356,Monthly
1492,6,2594048,2020-10-05,8.2,144,109,3,5150,Quarterly
1493,1,986146,2022-09-12,6.7,65,162,7,7494,Monthly
1494,8,4480248,2024-07-05,7.18,210,141,2,9041,Yearly
1495,8,1608238,2023-09-07,11.95,191,150,8,2119,Yearly
1496,5,733785,2021-03-16,9.52,147,177,5,6835,Yearly
1497,4,3417984,2022-03-20,11.83,87,133,10,1782,Yearly
1498,2,2838409,2020-12-29,9.82,88,151,8,3149,Monthly
1499,5,2130301,2022-08-31,7.34,163,174,9,8674,Yearly
1500,5,1570824,2020-05-17,9.11,18,141,3,4202,Yearly
1501,1,4236705,2021-02-01,7.93,137,149,3,1972,Monthly
1502,5,715064,2024-03-30,7.73,176,181,7,2184,Monthly
1503,1,3796161,2022-05-23,9.2,220,179,1,4201,Monthly
1504,2,3908527,2023-01-25,11.38,227,128,5,7190,Yearly
1505,5,1816942,2023-08-29,7.77,108,157,5,7822,Quarterly
1506,8,2973249,2022-05-29,7.75,231,128,2,1608,Yearly
1507,3,4280567,2022-03-28,11.41,196,113,4,7735,Yearly
1508,2,3910059,2022-03-30,9.16,155,172,5,3934,Monthly
1509,4,562995,2024-05-25,11.23,68,163,3,1048,Yearly
1510,1,3364568,2022-08-30,7.74,49,106,4,6661,Quarterly
1511,8,4750418,2023-09-15,7.55,85,115,3,6583,Yearly
1512,2,2877627,2021-05-27,7.99,211,179,2,8464,Yearly
1513,8,4578125,2022-09-07,11.41,235,138,3,8696,Yearly
1514,7,2670943,2024-03-06,10.64,65,116,3,8339,Quarterly
1515,6,2308380,2021-04-14,9.54,221,128,5,4931,Quarterly
1516,8,2241339,2024-09-22,7.95,123,101,7,5426,Quarterly
1517,4,4497172,2023-09-29,11.8,97,166,1,3367,Yearly
1518,3,4985951,2020-06-14,10.32,21,160,2,3592,Yearly
1519,2,2490097,2021-08-09,7.67,180,104,5,8238,Monthly
1520,3,316365,2021-04-06,11.73,30,100,1,4880,Yearly
1521,2,3334226,2020-06-18,9.03,56,109,7,1705,Yearly
1522,5,1993332,2021-12-15,10.71,24,116,5,6556,Quarterly
1523,6,589082,2021-07-23,10.38,89,101,7,3738,Monthly
1524,7,3953645,2020-04-21,11.52,104,195,9,5647,Monthly
1525,8,3481653,2024-01-01,11.79,33,127,8,3910,Quarterly
1526,6,311558,2022-03-19,8.2,60,154,5,7494,Monthly
1527,1,4753570,2021-05-23,7.39,30,188,10,5961,Quarterly
1528,1,810218,2023-12-22,6.85,40,119,7,2355,Quarterly
1529,3,2651525,2023-09-17,10.39,118,129,7,3715,Quarterly
1530,1,1917561,2020-12-26,9.03,139,125,4,4210,Monthly
1531,8,4788316,2024-03-17,9.84,45,193,5,4571,Quarterly
1532,4,1726206,2020-05-06,10.6,122,135,10,4993,Yearly
1533,3,4616980,2023-10-03,7.34,25,116,4,9328,Yearly
1534,7,1877506,2023-01-12,9.9,123,195,6,2346,Quarterly
1535,7,873426,2024-10-08,10.03,204,171,8,1869,Yearly
1536,1,2240675,2024-02-16,7.67,177,109,9,6068,Monthly
1537,6,658630,2023-11-23,10.58,159,199,2,5518,Yearly
1538,3,4176607,2024-03-11,10.03,26,145,3,5252,Yearly
1539,1,2242811,2020-12-15,7.56,31,170,5,5714,Yearly
1540,1,584883,2021-04-04,10.29,158,111,8,6358,Monthly
1541,2,3599987,2021-01-19,11.08,93,106,2,6583,Quarterly
1542,6,2464412,2022-12-22,6.59,70,129,3,3422,Yearly
1543,6,2066790,2020-10-17,10.33,193,142,3,4271,Monthly
1544,8,1838543,2021-09-24,10.32,118,119,3,9808,Yearly
1545,4,3222550,2022-06-01,9.44,170,101,6,7731,Yearly
1546,8,3510071,2021-07-15,8.09,111,159,8,6162,Quarterly
1547,6,2962609,2021-06-06,7.47,17,127,5,9346,Yearly
1548,3,2567857,2024-04-29,8.51,17,198,7,7594,Yearly
1549,1,4290487,2022-04-27,8.96,68,169,4,5552,Quarterly
1550,1,2823328,2024-10-15,9,80,119,8,9126,Monthly
1551,3,1780026,2021-10-21,8.42,145,156,10,9777,Quarterly
1552,8,1175696,2020-01-13,8.25,206,153,8,8616,Monthly
1553,7,3364799,2024-06-22,6.84,221,144,6,9100,Quarterly
1554,5,4527074,2021-07-15,6.99,224,186,7,6047,Monthly
1555,2,213640,2023-07-17,11.62,173,155,4,5339,Quarterly
1556,8,760978,2020-08-26,7.24,54,128,3,4998,Quarterly
1557,8,280184,2022-02-03,11.92,161,183,3,6868,Quarterly
1558,1,335627,2024-03-27,11.05,159,165,2,1747,Quarterly
1559,6,1362066,2020-10-19,6.69,176,172,9,9915,Yearly
1560,4,96847,2022-10-18,7.81,32,107,4,4332,Quarterly
1561,8,1880175,2020-03-21,7.73,199,197,1,2572,Quarterly
1562,6,2449282,2022-06-02,7.91,51,128,2,2437,Yearly
1563,4,4642465,2021-01-14,6.75,193,101,9,5243,Monthly
1564,5,523231,2023-05-09,6.81,176,164,6,2745,Quarterly
1565,2,4425272,2023-03-06,7.1,106,154,5,5611,Monthly
1566,7,2063543,2020-11-25,8.09,86,189,6,2547,Monthly
1567,3,182604,2022-10-02,7.53,174,167,2,9484,Yearly
1568,1,2060975,2021-04-22,11.82,199,145,8,6152,Quarterly
1569,8,4744515,2020-03-30,6.87,216,135,2,4134,Monthly
1570,4,4533419,2020-09-08,10.1,143,161,10,5518,Quarterly
1571,3,1611667,2023-11-30,9.51,47,114,4,7881,Yearly
1572,8,1405303,2024-01-30,7.55,76,112,10,6325,Quarterly
1573,2,882120,2023-11-11,11.65,64,146,7,4883,Monthly
1574,4,3970107,2022-04-16,10.79,227,162,5,9472,Monthly
1575,8,137340,2020-01-19,11.53,185,101,3,6944,Yearly
1576,4,508423,2022-10-20,11.51,59,101,10,5693,Yearly
1577,1,1355612,2020-05-16,7.42,230,126,2,9928,Yearly
1578,3,4833448,2023-11-08,10.31,48,133,8,3140,Quarterly
1579,7,997934,2022-10-06,9.54,73,171,7,4414,Yearly
1580,7,3587810,2021-02-05,8.11,98,116,4,1651,Quarterly
1581,5,4514405,2021-10-18,11.45,226,141,8,3117,Quarterly
1582,7,1142409,2020-05-31,7.81,123,155,3,9483,Quarterly
1583,1,3641189,2022-05-29,7.59,106,132,4,3911,Monthly
1584,2,3395486,2022-10-01,10.78,152,124,1,9329,Quarterly
1585,4,3912099,2020-06-21,8.8,106,172,5,4761,Monthly
1586,1,4161250,2020-08-07,11.17,63,124,3,4880,Yearly
1587,6,2909598,2024-08-26,8.66,223,146,1,6566,Monthly
1588,5,1485202,2023-03-30,10.72,186,175,3,2749,Yearly
1589,3,999578,2020-10-14,7.93,47,133,2,4902,Quarterly
1590,5,1947466,2023-05-24,7.32,185,138,6,8208,Monthly
1591,4,2865051,2022-03-03,11.18,155,171,7,3202,Monthly
1592,4,2423922,2021-07-07,8.09,187,100,3,3566,Yearly
1593,7,4701188,2022-01-15,6.88,240,180,6,4565,Quarterly
1594,5,2946877,2023-05-24,11.72,133,113,10,2014,Yearly
1595,3,738656,2020-10-04,8.21,141,120,10,6388,Yearly
1596,4,1660485,2020-03-04,9.56,137,176,1,7556,Yearly
1597,8,4422889,2021-10-08,10.76,128,181,8,2939,Quarterly
1598,7,3724844,2021-05-21,10.26,36,181,8,6601,Quarterly
1599,5,891424,2023-04-22,10.17,221,151,6,6520,Quarterly
1600,5,3830778,2023-06-04,8.62,212,191,7,7742,Yearly
1601,3,4011261,2022-06-04,7.03,221,146,2,5611,Yearly
1602,2,1734294,2021-04-23,6.59,47,137,9,5385,Monthly
1603,4,1664713,2021-01-09,9.09,240,148,4,9713,Yearly
1604,2,4574949,2022-07-16,9.58,105,137,10,9550,Quarterly
1605,8,3371892,2024-03-05,9.31,140,160,6,6875,Yearly
1606,6,1597340,2023-09-05,11.29,108,184,5,5933,Monthly
1607,6,2206581,2022-08-21,7.41,199,198,10,3564,Quarterly
1608,8,253789,2021-02-11,9.12,46,155,8,2426,Quarterly
1609,7,3183836,2023-01-20,7.47,147,154,2,1625,Monthly
1610,2,490501,2020-10-25,10.49,112,154,3,2106,Monthly
1611,5,4580530,2023-02-15,11.08,152,125,2,4795,Quarterly
1612,7,4894355,2024-05-11,10.96,184,161,9,7701,Monthly
1613,6,1492971,2021-09-12,6.89,125,135,5,1247,Yearly
1614,6,4368775,2024-03-01,9.31,94,142,10,6095,Yearly
1615,1,2071812,2023-10-15,8.26,42,100,4,3721,Monthly
1616,4,1549483,2023-04-20,10.96,217,170,4,4332,Yearly
1617,6,361025,2024-01-20,11.23,97,101,9,9962,Yearly
1618,6,4635192,2022-04-14,10.17,32,106,4,3672,Monthly
1619,4,2344666,2024-10-15,11.78,143,144,9,4909,Monthly
1620,2,4264177,2023-08-07,10.99,74,138,8,7611,Quarterly
1621,6,3012100,2020-10-07,9.89,204,171,6,3390,Yearly
1622,2,764013,2023-08-05,7.63,201,145,5,3954,Yearly
1623,6,4265023,2023-02-18,10.58,28,115,2,3650,Yearly
1624,1,4287204,2021-08-01,7.41,156,124,5,3335,Quarterly
1625,6,4064510,2023-09-10,9.46,36,174,1,9469,Yearly
1626,2,598646,2023-08-16,10.71,179,195,2,1744,Monthly
1627,6,1589532,2020-10-15,8.24,139,154,2,1625,Monthly
1628,5,709502,2020-05-05,11.45,139,112,2,8482,Yearly
1629,5,2383068,2024-05-13,11.99,107,177,3,6308,Monthly
1630,2,1049674,2022-11-27,6.86,130,145,9,8833,Quarterly
1631,2,111570,2023-12-11,11.07,71,191,7,2817,Yearly
1632,7,4354136,2021-11-27,8.55,234,158,4,4974,Quarterly
1633,2,2953639,2021-04-26,8.59,30,161,2,9885,Monthly
1634,4,3767910,2024-03-18,6.63,158,127,6,8436,Monthly
1635,5,1589518,2024-06-26,11.07,27,148,6,4457,Quarterly
1636,7,2266856,2024-06-18,10.99,82,170,6,4609,Quarterly
1637,7,4601383,2020-09-17,9.38,160,173,3,8510,Yearly
1638,8,2918930,2022-06-22,6.81,80,173,5,4998,Monthly
1639,5,663928,2023-12-25,7.14,79,196,2,3911,Quarterly
1640,3,3151825,2023-09-20,9.39,162,121,8,1661,Quarterly
1641,3,3156440,2020-09-03,7.45,173,194,2,3273,Quarterly
1642,8,1899434,2024-01-23,9.27,146,168,6,9867,Monthly
1643,1,2852816,2022-07-22,10.39,125,114,9,5914,Yearly
1644,8,4882387,2021-04-06,8.49,40,124,2,3434,Yearly
1645,4,1172976,2021-02-01,9,169,119,5,9005,Monthly
1646,7,1140509,2022-07-22,7.73,142,195,2,3140,Quarterly
1647,4,4018026,2022-02-11,9,56,174,5,2385,Monthly
1648,2,3182738,2024-06-13,10.27,131,145,1,3082,Monthly
1649,6,2201813,2023-08-21,9.28,147,198,1,7420,Yearly
1650,4,4881457,2022-07-07,10.43,112,173,4,6567,Monthly
1651,6,306767,2020-05-28,9.35,91,101,10,8756,Monthly
1652,3,1984553,2024-09-07,11.78,62,115,6,1930,Monthly
1653,8,2809874,2020-08-25,11.16,56,183,7,9878,Yearly
1654,3,3477264,2020-05-20,8.16,214,161,4,4791,Yearly
1655,1,1973409,2024-05-14,9.12,188,107,3,8722,Quarterly
1656,2,1782958,2020-11-30,10.75,110,147,5,1540,Quarterly
1657,2,1698406,2024-05-05,10.32,29,127,2,2274,Monthly
1658,8,3192268,2023-08-13,6.5,78,194,1,8653,Monthly
1659,3,1633179,2023-07-07,8.35,80,123,4,5621,Quarterly
1660,1,1465681,2020-10-20,8.07,164,131,8,9041,Yearly
1661,6,1557894,2023-12-14,10.31,118,105,5,9869,Quarterly
1662,3,279748,2022-02-26,7.55,143,191,2,5130,Yearly
1663,7,4995949,2023-01-09,11,147,161,6,5269,Yearly
1664,3,3990376,2022-03-02,8.22,79,168,10,4337,Monthly
1665,1,4607191,2020-09-11,10.79,67,160,3,6996,Monthly
1666,6,4870188,2024-04-13,10.02,96,140,6,6355,Yearly
1667,2,2110175,2020-02-20,9.47,173,128,5,4222,Monthly
1668,6,324006,2020-12-19,10.5,197,193,6,9610,Yearly
1669,8,3207206,2023-12-09,11.74,49,135,2,6779,Quarterly
1670,1,2267534,2021-07-11,10.34,69,147,2,4377,Monthly
1671,3,4167823,2021-07-20,9.43,18,169,4,5104,Quarterly
1672,1,4026861,2023-05-05,11.71,103,135,7,2403,Quarterly
1673,7,3450106,2020-05-20,7.12,197,153,2,1526,Yearly
1674,4,2061463,2020-09-15,11.77,216,186,4,5803,Monthly
1675,7,325196,2023-07-17,8.36,201,169,7,6868,Monthly
1676,8,2884723,2022-07-13,9.25,117,175,7,5079,Monthly
1677,8,4363318,2022-09-02,10.76,217,162,4,9005,Yearly
1678,6,4147294,2023-11-14,9.31,199,178,5,7249,Yearly
1679,3,3155570,2023-10-29,11.46,182,126,7,3791,Yearly
1680,3,213139,2022-04-03,9.08,101,103,7,5227,Quarterly
1681,6,1569740,2022-11-26,11.33,43,156,4,2950,Monthly
1682,2,2194429,2021-08-04,11.43,124,188,3,1638,Monthly
1683,2,537949,2021-10-17,6.76,61,181,3,9102,Monthly
1684,4,665256,2021-07-29,8.77,30,141,10,4202,Quarterly
1685,8,1622084,2020-08-31,9.29,140,129,10,4559,Quarterly
1686,2,4150755,2022-03-16,11.79,32,172,5,1404,Monthly
1687,6,3325765,2020-11-26,11.05,129,115,9,7556,Quarterly
1688,4,4755429,2023-09-09,10.15,62,148,4,5371,Yearly
1689,2,4435131,2024-07-18,10.73,192,198,2,5197,Quarterly
1690,6,1253453,2020-02-25,8.89,174,196,1,9297,Yearly
1691,3,4488599,2020-01-19,10.31,140,128,2,6851,Monthly
1692,1,3935916,2023-05-12,11.16,184,120,10,9225,Monthly
1693,8,901239,2020-12-28,7.9,72,181,10,9910,Quarterly
1694,6,4242699,2020-02-11,11.73,135,133,1,7247,Yearly
1695,1,3954525,2021-06-17,6.91,185,149,6,3528,Monthly
1696,6,1004725,2024-01-22,8.7,45,185,8,1606,Quarterly
1697,8,3735914,2023-11-30,10.53,180,148,1,6759,Yearly
1698,7,3652164,2023-06-12,9.32,40,150,8,9039,Monthly
1699,4,4019020,2024-02-21,11.42,25,162,10,3026,Monthly
1700,5,1384979,2022-07-29,7.46,134,100,6,5023,Monthly
1701,2,3892960,2023-01-25,6.92,59,186,6,7330,Monthly
1702,6,977240,2023-05-12,7.14,95,160,4,6638,Yearly
1703,5,1417900,2022-07-29,8.28,211,190,10,2184,Monthly
